"","type","district","place","date","price"
"4724","Mieszkanie"," Wilda"," 32 ","13 July 2024","4480 558"
"4725","Mieszkanie"," Wilda"," 66 ","13 July 2024","4988 183"
"4726","Mieszkanie",NA," 78 ","13 July 2024","23300"
"4727","Mieszkanie"," Rataje"," 83 ","13 July 2024","11 149 000"
"4728","Mieszkanie",NA," 74 ","13 July 2024","4877 000"
"4729","Mieszkanie"," Jeżyce"," 93 ","13 July 2024","4999 000"
"4730","Mieszkanie"," Grunwald"," 53 ","13 July 2024","3508 800"
"4731","Działka"," Piątkowo"," 3847 ","13 July 2024","54 350 000"
"4732","Mieszkanie"," Żegrze"," 53 ","12 July 2024","2565 597"
"4733","Mieszkanie"," Żegrze"," 55 ","12 July 2024","2568 484"
"4734","Mieszkanie"," Żegrze"," 39 ","12 July 2024","2465 644"
"4735","Mieszkanie"," Żegrze"," 43 ","12 July 2024","1480 920"
"4736","Mieszkanie"," Żegrze"," 44 ","12 July 2024","1494 940"
"4737","Mieszkanie"," Żegrze"," 52 ","12 July 2024","1541 138"
"4738","Mieszkanie"," Żegrze"," 51 ","12 July 2024","1537 120"
"4739","Mieszkanie"," Żegrze"," 43 ","12 July 2024","1477 580"
"4740","Mieszkanie"," Jeżyce"," 54 ","12 July 2024","7725 000"
"4741","Mieszkanie"," Naramowice"," 67 ","12 July 2024","6710 000"
"4742","Biuro",NA," 30 ","12 July 2024","11000"
"4743","Działka",NA," 484 ","12 July 2024","269 000"
"4744","Mieszkanie"," Rataje"," 68 ","12 July 2024","13200"
"4745","Mieszkanie"," Górczyn"," 64 ","12 July 2024","02300"
"4746","Dom"," Jeżyce"," 150 ","12 July 2024","822 400"
"4747","Mieszkanie"," Dębiec"," 33 ","12 July 2024","6360 000"
"4748","Mieszkanie"," Stare Miasto"," 98 ","12 July 2024","85000"
"4749","Mieszkanie"," Stare Miasto"," 41 ","12 July 2024","92550"
"4750","Mieszkanie"," Stare Miasto"," 43 ","12 July 2024","92660"
"4751","Mieszkanie",NA," 52 ","12 July 2024","9499 900"
"4752","Mieszkanie"," Podolany"," 35 ","12 July 2024","9379 000"
"4753","Mieszkanie"," Wilda"," 61 ","12 July 2024","42000"
"4754","Mieszkanie"," Rataje"," 46 ","12 July 2024","71800"
"4755","Mieszkanie"," Dębiec"," 47 ","12 July 2024","62500"
"4756","Mieszkanie"," Grunwald"," 53 ","12 July 2024","2550 000"
"4757","Mieszkanie"," Wilda"," 28 ","12 July 2024","1336 000"
"4758","Mieszkanie"," Wilda"," 40 ","12 July 2024","1517 400"
"4759","Mieszkanie"," Wilda"," 32 ","12 July 2024","1414 700"
"4760","Mieszkanie"," Wilda"," 28 ","12 July 2024","1330 400"
"4761","Mieszkanie"," Wilda"," 47 ","12 July 2024","1559 200"
"4762","Mieszkanie"," Wilda"," 51 ","12 July 2024","1608 400"
"4763","Mieszkanie"," Wilda"," 27 ","12 July 2024","1336 250"
"4764","Mieszkanie"," Wilda"," 43 ","12 July 2024","1516 000"
"4765","Mieszkanie"," Wilda"," 51 ","12 July 2024","0631 250"
"4766","Mieszkanie"," Wilda"," 47 ","12 July 2024","0549 880"
"4767","Mieszkanie"," Wilda"," 43 ","12 July 2024","0528 900"
"4768","Mieszkanie"," Wilda"," 44 ","12 July 2024","0538 740"
"4769","Mieszkanie"," Wilda"," 47 ","12 July 2024","0558 000"
"4770","Mieszkanie"," Wilda"," 36 ","12 July 2024","0455 000"
"4771","Mieszkanie"," Grunwald"," 44 ","12 July 2024","9535 000"
"4772","Mieszkanie"," Wilda"," 51 ","12 July 2024","9623 610"
"4773","Mieszkanie"," Wilda"," 60 ","12 July 2024","9766 720"
"4774","Mieszkanie"," Wilda"," 72 ","12 July 2024","7890 520"
"4775","Mieszkanie"," Dębiec"," 35 ","11 July 2024","8379 000"
"4776","Mieszkanie"," Winogrady"," 51 ","11 July 2024","2572 135"
"4777","Mieszkanie"," Winogrady"," 39 ","11 July 2024","2493 852"
"4778","Mieszkanie"," Winogrady"," 38 ","11 July 2024","2478 438"
"4779","Mieszkanie"," Winogrady"," 50 ","11 July 2024","2566 128"
"4780","Mieszkanie"," Jeżyce"," 11 ","11 July 2024","9600"
"4781","Działka"," Grunwald"," 3199 ","11 July 2024","6640 000"
"4782","Mieszkanie"," Winiary"," 37 ","11 July 2024","3399 000"
"4783","Działka"," Jeżyce"," 301 ","11 July 2024","335 000"
"4784","Mieszkanie",NA," 76 ","11 July 2024","2747 000"
"4785","Mieszkanie"," Grunwald"," 53 ","11 July 2024","1500 000"
"4786","Mieszkanie"," Górczyn"," 48 ","11 July 2024","2599 000"
"4787","Magazyny i hale"," Jeżyce"," 100 ","11 July 2024","92500"
"4788","Mieszkanie"," Stare Miasto"," 70 ","11 July 2024","4699 800"
"4789","Magazyny i hale"," Górczyn"," 121 ","11 July 2024","23267"
"4790","Biuro",NA," 62 ","11 July 2024","81561"
"4791","Biuro",NA," 36 ","11 July 2024","8888"
"4792","Lokal gastronomiczny",NA," 455 ","11 July 2024","22 889 000"
"4793","Działka",NA," 380 ","11 July 2024","795 000"
"4794","Mieszkanie",NA," 77 ","11 July 2024","92200"
"4795","Mieszkanie"," Wilda"," 45 ","11 July 2024","1577 280"
"4796","Mieszkanie"," Wilda"," 32 ","11 July 2024","1380 400"
"4797","Mieszkanie"," Stare Miasto"," 46 ","11 July 2024","54000"
"4798","Mieszkanie"," Stare Miasto"," 46 ","11 July 2024","5747 000"
"4799","Mieszkanie"," Piątkowo"," 45 ","11 July 2024","4599 000"
"4800","Mieszkanie"," Głuszyna"," 88 ","11 July 2024","4730 000"
"4801","Fabryka"," Naramowice"," 48 ","11 July 2024","31800"
"4802","Mieszkanie"," Podolany"," 43 ","11 July 2024","2589 000"
"4803","Dom"," Wola"," 269 ","11 July 2024","01 190 000"
"4804","Mieszkanie"," Piątkowo"," 63 ","11 July 2024","9659 000"
"4805","Działka"," Stare Miasto"," 3199 ","11 July 2024","8640 000"
"4806","Mieszkanie"," Grunwald"," 38 ","11 July 2024","8400 000"
"4807","Mieszkanie"," Stare Miasto"," 57 ","11 July 2024","7999 999"
"4808","Mieszkanie"," Łazarz"," 39 ","11 July 2024","2566 394"
"4809","Mieszkanie",NA," 53 ","11 July 2024","9508 800"
"4810","Mieszkanie"," Winogrady"," 65 ","11 July 2024","8660 000"
"4811","Mieszkanie"," Winogrady"," 53 ","11 July 2024","7640 000"
"4812","Magazyny i hale",NA," 8800 ","11 July 2024","710 860 000"
"4813","Mieszkanie",NA," 60 ","11 July 2024","7746 000"
"4814","Mieszkanie",NA," 60 ","11 July 2024","6754 000"
"4815","Mieszkanie"," Wilda"," 90 ","11 July 2024","61 250 000"
"4816","Mieszkanie"," Wola"," 93 ","11 July 2024","51 054 000"
"4817","Mieszkanie"," Wilda"," 72 ","11 July 2024","9895 000"
"4818","Mieszkanie"," Winogrady"," 36 ","11 July 2024","8499 000"
"4819","Dom"," Winogrady"," 265 ","11 July 2024","53 000 000"
"4820","Dom"," Strzeszyn"," 235 ","11 July 2024","41 320 000"
"4821","Magazyny i hale",NA," 504 ","11 July 2024","32 200 000"
"4822","Mieszkanie"," Główna"," 67 ","11 July 2024","2665 000"
"4823","Biuro"," Winogrady"," 265 ","11 July 2024","03 000 000"
"4824","Działka"," Wola"," 301 ","11 July 2024","035 000"
"4825","Mieszkanie"," Grunwald"," 36 ","11 July 2024","9588 800"
"4826","Dom",NA," 76 ","11 July 2024","8747 000"
"4827","Biuro"," Podolany"," 166 ","11 July 2024","79700"
"4828","Mieszkanie"," Naramowice"," 53 ","11 July 2024","5599 000"
"4829","Mieszkanie",NA," 53 ","11 July 2024","4520 000"
"4830","Mieszkanie",NA," 32 ","11 July 2024","42500"
"4831","Mieszkanie",NA," 42 ","11 July 2024","32900"
"4832","Dom",NA," 339 ","11 July 2024","31 899 999"
"4833","Mieszkanie"," Wilda"," 49 ","11 July 2024","2660 000"
"4834","Mieszkanie"," Grunwald"," 59 ","11 July 2024","1899 000"
"4835","Dom",NA," 224 ","11 July 2024","82 200 000"
"4836","Mieszkanie"," Stare Miasto"," 44 ","11 July 2024","7465 000"
"4837","Biuro"," Ogrody"," 80 ","11 July 2024","52700"
"4838","Dom",NA," 111 ","11 July 2024","31 199 000"
"4839","Dom",NA," 111 ","11 July 2024","31 239 000"
"4840","Mieszkanie"," Ogrody"," 11 ","11 July 2024","2700"
"4841","Dom",NA," 274 ","11 July 2024","01 250 000"
"4842","Mieszkanie"," Junikowo"," 49 ","11 July 2024","0690 107"
"4843","Biuro",NA," 56 ","11 July 2024","7420 975"
"4844","Dom"," Podolany"," 380 ","11 July 2024","73 600 000"
"4845","Mieszkanie"," Łazarz"," 45 ","11 July 2024","22150"
"4846","Mieszkanie"," Stare Miasto"," 102 ","11 July 2024","23800"
"4847","Mieszkanie"," Winogrady"," 53 ","11 July 2024","2550 000"
"4848","Mieszkanie"," Jeżyce"," 76 ","11 July 2024","21 140 000"
"4849","Mieszkanie"," Górczyn"," 36 ","11 July 2024","51900"
"4850","Magazyny i hale",NA," 3817 ","11 July 2024","939 500"
"4851","Magazyny i hale",NA," 37743 ","11 July 2024","980 000"
"4852","Mieszkanie"," Naramowice"," 68 ","11 July 2024","3630 400"
"4853","Mieszkanie"," Naramowice"," 57 ","11 July 2024","5629 000"
"4854","Mieszkanie"," Rataje"," 63 ","11 July 2024","4549 000"
"4855","Biuro"," Wola"," 102 ","11 July 2024","24990"
"4856","Mieszkanie"," Grunwald"," 57 ","11 July 2024","8495 000"
"4857","Mieszkanie"," Naramowice"," 44 ","11 July 2024","7470 177"
"4858","Biuro",NA," 89 ","11 July 2024","21 099 000"
"4859","Mieszkanie"," Naramowice"," 41 ","10 July 2024","7465 395"
"4860","Mieszkanie"," Naramowice"," 42 ","10 July 2024","7474 780"
"4861","Mieszkanie"," Naramowice"," 41 ","10 July 2024","7469 040"
"4862","Mieszkanie"," Naramowice"," 55 ","10 July 2024","7572 954"
"4863","Mieszkanie"," Naramowice"," 55 ","10 July 2024","7562 108"
"4864","Mieszkanie"," Naramowice"," 54 ","10 July 2024","6567 157"
"4865","Mieszkanie"," Naramowice"," 50 ","10 July 2024","6565 900"
"4866","Mieszkanie"," Naramowice"," 44 ","10 July 2024","6483 744"
"4867","Mieszkanie"," Jeżyce"," 56 ","10 July 2024","41990"
"4868","Mieszkanie"," Naramowice"," 37 ","10 July 2024","92500"
"4869","Dom"," Grunwald"," 180 ","10 July 2024","99900"
"4870","Mieszkanie"," Naramowice"," 38 ","10 July 2024","5425 000"
"4871","Mieszkanie"," Rataje"," 53 ","10 July 2024","4520 000"
"4872","Mieszkanie"," Centrum"," 46 ","10 July 2024","43000"
"4873","Mieszkanie"," Wilda"," 44 ","10 July 2024","4515 000"
"4874","Działka"," Morasko-Radojewo"," 6123 ","10 July 2024","42 143 050"
"4875","Garaż"," Wilda"," 20 ","10 July 2024","349 500"
"4876","Mieszkanie"," Centrum"," 34 ","10 July 2024","51800"
"4877","Mieszkanie"," Rataje"," 59 ","10 July 2024","6569 000"
"4878","Mieszkanie"," Rataje"," 54 ","10 July 2024","6549 000"
"4879","Mieszkanie"," Wilda"," 75 ","10 July 2024","31 499 900"
"4880","Mieszkanie"," Jeżyce"," 57 ","10 July 2024","4720 000"
"4881","Mieszkanie"," Winogrady"," 39 ","10 July 2024","4583 426"
"4882","Mieszkanie"," Winogrady"," 41 ","10 July 2024","4610 259"
"4883","Mieszkanie"," Winogrady"," 42 ","10 July 2024","4635 845"
"4884","Mieszkanie"," Winogrady"," 42 ","10 July 2024","32600"
"4885","Mieszkanie"," Stare Miasto"," 85 ","10 July 2024","81 299 000"
"4886","Mieszkanie"," Jeżyce"," 34 ","10 July 2024","7545 000"
"4887","Mieszkanie"," Nowe Miasto"," 109 ","10 July 2024","11 104 334"
"4888","Mieszkanie"," Stare Miasto"," 41 ","10 July 2024","21700"
"4889","Mieszkanie"," Jeżyce"," 58 ","10 July 2024","1701 558"
"4890","Mieszkanie"," Jeżyce"," 47 ","10 July 2024","1582 774"
"4891","Mieszkanie"," Jeżyce"," 52 ","10 July 2024","0621 093"
"4892","Mieszkanie"," Jeżyce"," 52 ","10 July 2024","0611 303"
"4893","Mieszkanie"," Jeżyce"," 47 ","10 July 2024","0601 928"
"4894","Mieszkanie"," Jeżyce"," 64 ","10 July 2024","9707 728"
"4895","Mieszkanie"," Jeżyce"," 64 ","10 July 2024","9712 352"
"4896","Mieszkanie"," Jeżyce"," 63 ","10 July 2024","9688 415"
"4897","Mieszkanie"," Jeżyce"," 84 ","10 July 2024","91 004 040"
"4898","Mieszkanie"," Jeżyce"," 35 ","10 July 2024","8515 850"
"4899","Mieszkanie"," Jeżyce"," 63 ","10 July 2024","8684 970"
"4900","Mieszkanie"," Jeżyce"," 52 ","10 July 2024","8657 421"
"4901","Mieszkanie"," Jeżyce"," 52 ","10 July 2024","8658 876"
"4902","Mieszkanie"," Jeżyce"," 41 ","10 July 2024","8540 270"
"4903","Mieszkanie"," Jeżyce"," 52 ","10 July 2024","7628 544"
"4904","Mieszkanie"," Jeżyce"," 52 ","10 July 2024","7654 066"
"4905","Mieszkanie"," Jeżyce"," 61 ","10 July 2024","7680 738"
"4906","Mieszkanie"," Jeżyce"," 48 ","10 July 2024","7593 625"
"4907","Mieszkanie"," Jeżyce"," 61 ","10 July 2024","7670 896"
"4908","Dom"," Kiekrz"," 395 ","10 July 2024","52 970 000"
"4909","Mieszkanie"," Rataje"," 46 ","10 July 2024","72650"
"4910","Mieszkanie"," Wilda"," 28 ","10 July 2024","5460 000"
"4911","Mieszkanie"," Grunwald"," 124 ","10 July 2024","3840 000"
"4912","Mieszkanie"," Stare Miasto"," 29 ","10 July 2024","0623 000"
"4913","Mieszkanie"," Rataje"," 77 ","9 July 2024","1725 000"
"4914","Mieszkanie"," Jeżyce"," 36 ","9 July 2024","82300"
"4915","Garaż"," Grunwald"," 13 ","9 July 2024","0200"
"4916","Działka",NA," 18140 ","9 July 2024","19 000 000"
"4917","Mieszkanie"," Jeżyce"," 62 ","9 July 2024","5799 000"
"4918","Magazyny i hale",NA," 3700 ","9 July 2024","357 409"
"4919","Działka"," Wola"," 1343 ","9 July 2024","31 499 000"
"4920","Mieszkanie"," Piątkowo"," 74 ","9 July 2024","1690 000"
"4921","Mieszkanie",NA," 10 ","9 July 2024","21200"
"4922","Biurowiec"," Jeżyce"," 166 ","9 July 2024","64980"
"4923","Mieszkanie"," Ogrody"," 34 ","9 July 2024","7365 000"
"4924","Mieszkanie"," Centrum"," 43 ","9 July 2024","92900"
"4925","Mieszkanie"," Rataje"," 25 ","9 July 2024","8299 000"
"4926","Mieszkanie"," Piątkowo"," 68 ","9 July 2024","22750"
"4927","Mieszkanie",NA," 49 ","9 July 2024","42800"
"4928","Mieszkanie"," Wilda"," 54 ","9 July 2024","8850 000"
"4929","Mieszkanie"," Nowe Miasto"," 58 ","9 July 2024","5599 000"
"4930","Mieszkanie"," Piątkowo"," 42 ","9 July 2024","2529 000"
"4931","Mieszkanie"," Wilda"," 34 ","9 July 2024","1429 000"
"4932","Mieszkanie"," Rataje"," 40 ","9 July 2024","9509 000"
"4933","Mieszkanie"," Główna"," 40 ","9 July 2024","9509 000"
"4934","Mieszkanie"," Nowe Miasto"," 68 ","9 July 2024","9495 000"
"4935","Mieszkanie"," Grunwald"," 40 ","9 July 2024","4530 000"
"4936","Mieszkanie"," Winogrady"," 50 ","9 July 2024","64000"
"4937","Pokój"," Rataje"," 40 ","8 July 2024","01600"
"4938","Mieszkanie"," Ogrody"," 66 ","8 July 2024","32800"
"4939","Garaż"," Winogrady"," 16 ","8 July 2024","6200"
"4940","Mieszkanie"," Piątkowo"," 52 ","8 July 2024","0599 000"
"4941","Dom",NA," 500 ","8 July 2024","81 100 000"
"4942","Mieszkanie"," Winogrady"," 71 ","8 July 2024","8820 000"
"4943","Mieszkanie"," Nowe Miasto"," 56 ","8 July 2024","2680 000"
"4944","Mieszkanie",NA," 77 ","8 July 2024","3735 000"
"4945","Mieszkanie"," Winogrady"," 59 ","8 July 2024","9539 000"
"4946","Mieszkanie"," Dębiec"," 33 ","8 July 2024","1399 000"
"4947","Mieszkanie"," Piątkowo"," 53 ","8 July 2024","0578 000"
"4948","Mieszkanie"," Grunwald"," 57 ","8 July 2024","72850"
"4949","Mieszkanie"," Kwiatowe"," 70 ","8 July 2024","91700"
"4950","Mieszkanie"," Grunwald"," 75 ","8 July 2024","11 350 000"
"4951","Mieszkanie"," Grunwald"," 35 ","8 July 2024","979 000"
"4952","Mieszkanie"," Rataje"," 69 ","8 July 2024","91 029 000"
"4953","Mieszkanie"," Rataje"," 35 ","8 July 2024","5579 000"
"4954","Mieszkanie"," Rataje"," 65 ","8 July 2024","5979 000"
"4955","Mieszkanie"," Piątkowo"," 57 ","8 July 2024","9600 000"
"4956","Mieszkanie"," Centrum"," 107 ","8 July 2024","92 099 000"
"4957","Mieszkanie"," Jeżyce"," 86 ","8 July 2024","91 349 000"
"4958","Mieszkanie"," Rataje"," 48 ","8 July 2024","9749 000"
"4959","Mieszkanie"," Piątkowo"," 49 ","8 July 2024","22300"
"4960","Mieszkanie"," Winogrady"," 47 ","8 July 2024","82050"
"4961","Dom"," Umultowo"," 25 ","8 July 2024","555 000"
"4962","Mieszkanie"," Wilda"," 39 ","8 July 2024","1550 000"
"4963","Mieszkanie"," Jeżyce"," 38 ","8 July 2024","6369 000"
"4964","Mieszkanie"," Wilda"," 42 ","7 July 2024","12900"
"4965","Mieszkanie"," Jeżyce"," 57 ","7 July 2024","11900"
"4966","Mieszkanie"," Nowe Miasto"," 30 ","7 July 2024","42000"
"4967","Mieszkanie"," Łazarz"," 79 ","7 July 2024","1979 000"
"4968","Mieszkanie"," Grunwald"," 36 ","7 July 2024","72950"
"4969","Mieszkanie"," Wilda"," 30 ","7 July 2024","8449 000"
"4970","Mieszkanie"," Wilda"," 50 ","7 July 2024","4915 000"
"4971","Mieszkanie"," Naramowice"," 26 ","7 July 2024","62100"
"4972","Mieszkanie"," Rataje"," 48 ","7 July 2024","5520 000"
"4973","Mieszkanie"," Naramowice"," 55 ","7 July 2024","0541 765"
"4974","Mieszkanie"," Stare Miasto"," 78 ","6 July 2024","51 419 000"
"4975","Mieszkanie"," Grunwald"," 51 ","6 July 2024","8549 000"
"4976","Mieszkanie",NA," 48 ","6 July 2024","4529 000"
"4977","Magazyny i hale"," Grunwald"," 1135 ","6 July 2024","034 050"
"4978","Magazyny i hale"," Wola"," 1023 ","6 July 2024","019 500"
"4979","Dom",NA," 265 ","6 July 2024","71 200 000"
"4980","Mieszkanie",NA," 39 ","6 July 2024","62800"
"4981","Mieszkanie"," Nowe Miasto"," 47 ","6 July 2024","52600"
"4982","Mieszkanie"," Grunwald"," 38 ","6 July 2024","7469 000"
"4983","Mieszkanie"," Wilda"," 44 ","6 July 2024","9335 000"
"4984","Mieszkanie"," Strzeszyn"," 47 ","6 July 2024","5569 000"
"4985","Mieszkanie"," Górczyn"," 56 ","6 July 2024","5499 000"
"4986","Mieszkanie"," Jeżyce"," 53 ","5 July 2024","02790"
"4987","Mieszkanie"," Wilda"," 46 ","5 July 2024","8659 000"
"4988","Mieszkanie"," Naramowice"," 48 ","5 July 2024","12600"
"4989","Mieszkanie"," Naramowice"," 56 ","5 July 2024","5579 000"
"4990","Mieszkanie"," Grunwald"," 63 ","5 July 2024","5640 000"
"4991","Mieszkanie"," Stare Miasto"," 130 ","5 July 2024","44300"
"4992","Mieszkanie"," Piątkowo"," 59 ","5 July 2024","8555 000"
"4993","Mieszkanie"," Piątkowo"," 53 ","5 July 2024","8599 000"
"4994","Mieszkanie"," Nowe Miasto"," 49 ","5 July 2024","8452 000"
"4995","Działka",NA," 4300 ","5 July 2024","811 000 000"
"4996","Działka",NA," 1072 ","5 July 2024","0232 000"
"4997","Mieszkanie"," Piątkowo"," 49 ","5 July 2024","4440 000"
"4998","Mieszkanie"," Wilda"," 39 ","5 July 2024","3448 500"
"4999","Mieszkanie"," Chartowo"," 49 ","5 July 2024","81750"
"5000","Pokój"," Wilda"," 12 ","5 July 2024","1450"
"5001","Mieszkanie"," Winiary"," 49 ","5 July 2024","7520 000"
"5002","Dom",NA," 149 ","4 July 2024","8935 802"
"5003","Mieszkanie"," Jeżyce"," 51 ","4 July 2024","62800"
"5004","Mieszkanie"," Grunwald"," 38 ","4 July 2024","8369 000"
"5005","Mieszkanie"," Grunwald"," 43 ","4 July 2024","2459 000"
"5006","Mieszkanie"," Stare Miasto"," 42 ","4 July 2024","91950"
"5007","Mieszkanie"," Jeżyce"," 92 ","4 July 2024","2880 000"
"5008","Mieszkanie",NA," 100 ","4 July 2024","26000"
"5009","Mieszkanie",NA," 81 ","4 July 2024","14850"
"5010","Mieszkanie"," Winogrady"," 68 ","4 July 2024","6635 000"
"5011","Mieszkanie"," Łazarz"," 65 ","4 July 2024","3460 000"
"5012","Mieszkanie"," Grunwald"," 92 ","4 July 2024","2880 000"
"5013","Mieszkanie",NA," 44 ","4 July 2024","6699 000"
"5014","Mieszkanie"," Centrum"," 22 ","4 July 2024","3317 400"
"5015","Mieszkanie"," Centrum"," 22 ","4 July 2024","3340 250"
"5016","Mieszkanie"," Łazarz"," 85 ","4 July 2024","9675 000"
"5017","Mieszkanie"," Wilda"," 52 ","4 July 2024","7533 000"
"5018","Mieszkanie",NA," 89 ","4 July 2024","0799 000"
"5019","Mieszkanie"," Dębiec"," 46 ","4 July 2024","9550 000"
"5020","Komercyjne"," Centrum"," 20 ","4 July 2024","8700"
"5021","Mieszkanie"," Chartowo"," 53 ","4 July 2024","7550 000"
"5022","Lokal gastronomiczny",NA," 116 ","3 July 2024","6720 000"
"5023","Mieszkanie"," Naramowice"," 26 ","3 July 2024","4373 200"
"5024","Mieszkanie"," Jeżyce"," 20 ","3 July 2024","31690"
"5025","Mieszkanie"," Piątkowo"," 31 ","3 July 2024","4410 000"
"5026","Mieszkanie"," Nowe Miasto"," 34 ","3 July 2024","82300"
"5027","Działka",NA," 1004 ","3 July 2024","9499 000"
"5028","Dom"," Strzeszyn"," 145 ","3 July 2024","2995 000"
"5029","Dom"," Podolany"," 115 ","3 July 2024","2995 000"
"5030","Mieszkanie"," Jeżyce"," 53 ","3 July 2024","4449 000"
"5031","Mieszkanie"," Stare Miasto"," 89 ","3 July 2024","8799 000"
"5032","Mieszkanie"," Winogrady"," 52 ","3 July 2024","72700"
"5033","Lokal usługowy"," Jeżyce"," 763 ","3 July 2024","66 000 000"
"5034","Garaż"," Grunwald"," 10 ","3 July 2024","4300"
"5035","Dom"," Ławica"," 80 ","3 July 2024","74000"
"5036","Mieszkanie"," Łazarz"," 60 ","3 July 2024","2595 000"
"5037","Mieszkanie",NA," 43 ","3 July 2024","6479 000"
"5038","Mieszkanie"," Rataje"," 48 ","3 July 2024","32499"
"5039","Mieszkanie"," Centrum"," 85 ","3 July 2024","03500"
"5040","Mieszkanie"," Sołacz"," 26 ","3 July 2024","0358 000"
"5041","Mieszkanie"," Nowe Miasto"," 38 ","3 July 2024","7499 000"
"5042","Mieszkanie"," Nowe Miasto"," 40 ","3 July 2024","7519 000"
"5043","Mieszkanie"," Łazarz"," 28 ","3 July 2024","32100"
"5044","Mieszkanie",NA," 45 ","3 July 2024","8599 000"
"5045","Mieszkanie"," Naramowice"," 61 ","3 July 2024","7649 000"
"5046","Lokal handlowy"," Rataje"," 40 ","2 July 2024","0199 000"
"5047","Mieszkanie"," Żegrze"," 42 ","2 July 2024","6440 000"
"5048","Mieszkanie"," Łazarz"," 44 ","2 July 2024","0529 000"
"5049","Mieszkanie"," Jeżyce"," 57 ","2 July 2024","92500"
"5050","Działka",NA," 822 ","2 July 2024","8738 978"
"5051","Działka",NA," 410 ","2 July 2024","7399 000"
"5052","Mieszkanie"," Świerczewo"," 55 ","2 July 2024","52600"
"5053","Mieszkanie"," Jeżyce"," 112 ","2 July 2024","74000"
"5054","Mieszkanie"," Naramowice"," 99 ","2 July 2024","1950 000"
"5055","Mieszkanie"," Nowe Miasto"," 49 ","2 July 2024","12600"
"5056","Mieszkanie"," Stare Miasto"," 40 ","2 July 2024","4795 000"
"5057","Działka"," Morasko-Radojewo"," 1594 ","2 July 2024","41 900 000"
"5058","Komercyjne"," Naramowice"," 135 ","2 July 2024","61 269 000"
"5059","Mieszkanie",NA," 67 ","2 July 2024","4725 000"
"5060","Mieszkanie"," Naramowice"," 36 ","2 July 2024","0450 000"
"5061","Mieszkanie"," Wilda"," 64 ","2 July 2024","42900"
"5062","Mieszkanie"," Łazarz"," 47 ","2 July 2024","9480 000"
"5063","Mieszkanie"," Jeżyce"," 49 ","2 July 2024","0589 000"
"5064","Mieszkanie"," Łazarz"," 25 ","2 July 2024","1309 999"
"5065","Mieszkanie"," Podolany"," 30 ","2 July 2024","31600"
"5066","Mieszkanie"," Podolany"," 118 ","1 July 2024","01 044 000"
"5067","Mieszkanie"," Wilda"," 69 ","1 July 2024","0589 000"
"5068","Mieszkanie",NA," 42 ","1 July 2024","2528 983"
"5069","Mieszkanie"," Winogrady"," 28 ","1 July 2024","81600"
"5070","Mieszkanie"," Stare Miasto"," 50 ","1 July 2024","8530 000"
"5071","Mieszkanie"," Grunwald"," 40 ","1 July 2024","7540 000"
"5072","Działka"," Strzeszyn"," 489 ","1 July 2024","6439 000"
"5073","Mieszkanie"," Dębiec"," 78 ","1 July 2024","7899 000"
"5074","Mieszkanie"," Nowe Miasto"," 32 ","1 July 2024","51750"
"5075","Dom"," Stare Miasto"," 107 ","1 July 2024","5779 000"
"5076","Mieszkanie"," Stare Miasto"," 100 ","1 July 2024","66000"
"5077","Mieszkanie"," Jeżyce"," 34 ","1 July 2024","5505 000"
"5078","Magazyny i hale"," Junikowo"," 1237 ","1 July 2024","54 400 000"
"5079","Działka"," Junikowo"," 6487 ","1 July 2024","44 400 000"
"5080","Mieszkanie"," Stare Miasto"," 63 ","1 July 2024","5630 000"
"5081","Działka"," Morasko-Radojewo"," 2669 ","1 July 2024","9934 000"
"5082","Mieszkanie",NA," 64 ","1 July 2024","5662 000"
"5083","Mieszkanie"," Stare Miasto"," 42 ","1 July 2024","4469 000"
"5084","Mieszkanie"," Stare Miasto"," 74 ","1 July 2024","1680 000"
"5085","Mieszkanie",NA," 50 ","1 July 2024","41750"
"5086","Mieszkanie"," Naramowice"," 72 ","1 July 2024","8949 000"
"5087","Mieszkanie"," Umultowo"," 87 ","1 July 2024","01 065 735"
"5088","Mieszkanie"," Winogrady"," 47 ","1 July 2024","5475 000"
"5089","Mieszkanie"," Grunwald"," 56 ","1 July 2024","5730 000"
"5090","Mieszkanie"," Żegrze"," 49 ","1 July 2024","4559 000"
"5091","Mieszkanie"," Wilda"," 42 ","1 July 2024","62300"
"5092","Mieszkanie"," Wilda"," 28 ","1 July 2024","2480 000"
"5093","Mieszkanie"," Grunwald"," 40 ","1 July 2024","13500"
"5094","Mieszkanie"," Wilda"," 78 ","1 July 2024","92500"
"5095","Dom"," Naramowice"," 198 ","1 July 2024","8890 000"
"5096","Mieszkanie"," Jeżyce"," 50 ","1 July 2024","7552 200"
"5097","Mieszkanie"," Grunwald"," 67 ","1 July 2024","2465 000"
"5098","Mieszkanie"," Nowe Miasto"," 39 ","1 July 2024","1460 166"
"5099","Mieszkanie"," Rataje"," 46 ","1 July 2024","0478 380"
"5100","Mieszkanie"," Centrum"," 59 ","1 July 2024","0719 200"
"5101","Mieszkanie"," Centrum"," 36 ","1 July 2024","0519 500"
"5102","Mieszkanie"," Rataje"," 38 ","1 July 2024","9425 790"
"5103","Mieszkanie"," Strzeszyn"," 84 ","1 July 2024","0790 930"
"5104","Mieszkanie"," Nowe Miasto"," 82 ","1 July 2024","91 065 000"
